university,dimension,label,tone,rationale,evidence_quote,chunk_id
Fordham University,Permitted_Uses,1,Balanced,mentions conditions but not comprehensive list,Limited usage of generative AI tools may be allowed for specific assignments,1
Fordham University,Prohibited_Uses,1,Restrictive,"provides a no‑AI option, but limited detail on broader prohibitions",Generative AI tools are not permitted in this course,1
Fordham University,Disclosure_Citation_Requirements,2,Balanced,requires explicit disclosure in all use scenarios,must clearly indicate the sections of your work that were generated using them for proper attribution and transparency,1
Fordham University,Accountability_Enforcement,0,,no mention of enforcement mechanisms or consequences,,1
Fordham University,Pedagogical_Integration,2,Balanced,provides concrete syllabus templates,"Sample statements in syllabi for No‑AI, Limited‑AI, Full‑AI approaches",1
Fordham University,Ethical_Equity_Considerations,1,Balanced,highlights ethics and equity but lacks detailed safeguards,ethical use and equal student access to GAI,1
Fordham University,Tone_Orientation,2,Permissive,overall tone is supportive yet cautious,committed to promoting critical AI literacy,1
Fordham University,Implementation_Authority,0,,no explicit authority or governing body identified,,1
Fordham University,Tools_Specificity,1,Balanced,mentions support but not specific tools or platforms,"Provide technical support and guidance to students, faculty, and staff on the effective utilization of GAI",1
Fordham University,Purpose_Scope,2,Balanced,Explicitly states purpose and scope within syllabi and academic integrity statements,outline the guidelines and expectations for the appropriate use of generative AI tools,2
Fordham University,Permitted_Uses,1,Balanced,Mentions positive uses but lacks detailed list of permitted activities,"integrated to foster critical thinking, creativity, and problem-solving skills",2
Fordham University,Prohibited_Uses,0,,No explicit prohibition of specific AI actions is stated,,2
Fordham University,Disclosure_Citation_Requirements,1,Balanced,"Implied requirement for disclosure in integrity context, but no citation policy specified",clarify the expectations and consequences regarding academic integrity violations,2
Fordham University,Accountability_Enforcement,2,Restrictive,Clear commitment to update standards and enforce through deans' communication,revision of Academic Integrity Statement and Standards will be carefully reviewed and updated,2
Fordham University,Pedagogical_Integration,2,Permissive,"Strong emphasis on faculty integration, learning goals review, and assignment design",Faculty members should be encouraged to incorporate a dedicated section in their course syllabi,2
Fordham University,Ethical_Equity_Considerations,2,Balanced,Repeated mention of ethics across sections; equity implied in diverse research center,"ethical considerations, pedagogical effectiveness, and impact on student outcomes must be considered",2
Fordham University,Tone_Orientation,1,Balanced,"Overall tone is cautious but supportive, neither overly restrictive nor permissive",commitment to maintaining high standards of academic rigor and integrity while addressing the ethical considerations associated with emerging technologies like generative AI,2
Fordham University,Implementation_Authority,2,Restrictive,Clear authority assigned to deans and area chairs for policy implementation,Deans will inform all students based on the outcome of a),2
Fordham University,Tools_Specificity,1,Balanced,Mentions tools generically; lacks specific tool names or technical guidelines,generative AI tools,2
Fordham University,Purpose_Scope,1,Balanced,"The text outlines a purpose to fund AI research, indicating scope for internal initiatives.",suggests allocating internal funding from the Office of Research or Deans' grants,3
Fordham University,Permitted_Uses,0,NA,No specific uses of generative AI are described.,,3
Fordham University,Prohibited_Uses,0,NA,No prohibitions on AI usage are mentioned.,,3
Fordham University,Disclosure_Citation_Requirements,0,NA,The excerpt does not address disclosure or citation policies.,,3
Fordham University,Accountability_Enforcement,0,NA,There is no mention of enforcement mechanisms or accountability structures.,,3
Fordham University,Pedagogical_Integration,1,NA,"The text references discussions about pedagogical approaches, implying some integration considerations.",Inter-University Discussions on learning goals and pedagogy,3
Fordham University,Ethical_Equity_Considerations,2,NA,"Explicit focus on ethics, bias, privacy, fairness, and social impact is highlighted.","investigating ethical considerations, societal implications, and policy issues related to AI technologies",3
Fordham University,Tone_Orientation,1,NA,The tone is supportive but not overly permissive or restrictive.,providing internal funding incentivizes faculty and students to conduct rigorous research,3
Fordham University,Implementation_Authority,0,NA,No specific authority or governance body is identified for implementation.,,3
Fordham University,Tools_Specificity,0,NA,Specific AI tools or technologies are not named; the discussion remains high-level.,,3
Loyola Marymount University,Purpose_Scope,1,Restrictive,States intent to inform about policy stance but lacks detailed scope description.,This website does not endorse the use of AI in teaching and learning at LMU.,1
Loyola Marymount University,Permitted_Uses,0,NA,No explicit permitted uses are mentioned.,,1
Loyola Marymount University,Prohibited_Uses,1,Restrictive,"Indicates that unauthorized AI use is prohibited, but specifics are vague.",reserve the right to consider the unauthorized use of AI to be a breach,1
Loyola Marymount University,Disclosure_Citation_Requirements,0,NA,No disclosure or citation requirements referenced.,,1
Loyola Marymount University,Accountability_Enforcement,1,Restrictive,"Mentions potential sanctions, implying enforcement mechanisms.",Sanctions for violations of the Academic Honesty Policy may include failure,1
Loyola Marymount University,Pedagogical_Integration,0,NA,No guidance on integrating AI into pedagogy.,,1
Loyola Marymount University,Ethical_Equity_Considerations,0,NA,Policy does not address ethical or equity issues.,,1
